id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,max(date)
141679,9003,6824,2/22/11 0:00,69,75,left,None,o,68,52,44,65,46,70,56,49,45,70,85,82,80,70,60,64,62,69,58,56,63,28,62,59,61,20,32,16,9,9,5,9,13,2/22/11 0:00
52902,139234,6853,12/10/15 0:00,68,68,right,medium,medium,55,57,72,74,65,68,71,65,73,75,60,65,68,74,73,70,83,49,65,66,72,53,62,68,63,68,71,67,15,12,11,9,7,12/10/15 0:00
157810,168593,6864,9/18/14 0:00,65,65,right,low,medium,49,24,64,59,34,39,38,40,52,48,46,52,48,57,56,60,61,52,84,45,82,63,22,59,50,65,64,57,15,5,14,13,12,9/18/14 0:00
52554,146543,6911,2/22/10 0:00,76,80,left,,_0,73,70,43,78,,83,,82,80,75,83,74,,67,,78,,75,60,81,54,74,77,,75,23,25,,8,24,80,24,24,2/22/10 0:00
174323,150922,7099,2/22/10 0:00,59,64,right,,_0,58,70,66,51,,53,,48,41,51,60,56,,53,,57,,54,67,55,41,44,61,,47,37,40,,6,25,41,25,25,2/22/10 0:00
159835,156149,7206,3/10/16 0:00,61,61,right,medium,medium,69,55,45,71,49,69,40,39,68,63,76,76,68,54,72,62,67,69,37,52,69,51,69,66,28,52,57,59,13,10,7,7,11,3/10/16 0:00
153484,150949,7226,2/15/13 0:00,64,64,right,medium,medium,62,62,52,63,56,69,63,57,57,64,74,72,71,64,61,64,65,69,72,65,52,21,57,60,54,17,29,22,8,5,13,11,10,2/15/13 0:00
93997,159017,7284,4/21/16 0:00,71,71,right,medium,medium,60,71,73,73,65,65,68,34,66,66,76,79,72,67,63,75,65,73,72,69,48,57,79,76,52,44,54,53,11,16,6,7,15,4/21/16 0:00
14162,157734,7334,2/15/13 0:00,57,61,right,medium,medium,14,11,9,11,11,10,11,12,12,11,58,59,55,47,22,25,80,48,63,13,40,20,11,25,12,14,13,10,59,58,54,56,59,2/15/13 0:00
173308,163244,7604,5/5/16 0:00,67,67,left,medium,medium,68,60,34,73,60,64,73,68,70,68,63,65,63,66,60,55,58,73,63,65,48,58,60,69,49,54,45,48,16,6,14,12,16,5/5/16 0:00
97934,139262,7616,5/9/14 0:00,62,62,left,high,medium,63,51,45,60,52,61,60,59,53,62,70,67,71,64,72,59,70,65,56,47,75,42,71,49,53,41,50,55,11,6,12,15,14,5/9/14 0:00
14309,139163,7621,11/12/15 0:00,60,60,right,medium,medium,10,9,9,23,8,8,9,10,22,23,60,51,42,53,40,25,56,38,61,8,41,24,10,38,24,9,9,10,65,63,55,61,56,11/12/15 0:00
169954,45269,7627,2/15/13 0:00,63,63,right,low,medium,60,43,68,68,52,63,46,65,64,60,77,69,80,61,74,63,84,77,80,68,73,55,57,43,36,64,62,58,7,6,13,7,6,2/15/13 0:00
171498,139186,7628,2/15/13 0:00,57,61,right,high,medium,45,34,60,64,39,52,35,36,53,56,63,60,56,51,69,62,70,80,58,39,56,60,54,44,54,53,54,34,8,6,10,5,12,2/15/13 0:00
81240,144653,7663,3/15/13 0:00,54,54,right,medium,medium,54,34,58,58,29,44,31,52,50,51,51,66,57,56,70,60,55,52,70,37,55,53,31,35,53,53,50,42,12,9,14,9,5,3/15/13 0:00
89715,144588,7681,8/30/10 0:00,59,69,right,None,o,62,41,49,57,57,49,39,46,49,63,52,52,49,61,69,51,39,53,73,54,71,59,43,62,48,54,62,58,15,12,6,11,5,8/30/10 0:00
6395,144593,7683,4/21/16 0:00,66,66,left,high,medium,65,54,53,62,52,67,57,56,57,62,68,68,69,64,67,64,72,73,70,58,69,63,52,58,59,69,69,71,9,8,16,9,7,4/21/16 0:00
124772,144080,8777,3/17/16 0:00,60,60,right,medium,medium,60,50,59,57,50,61,59,42,55,69,52,54,71,60,73,46,57,73,67,43,52,57,59,58,38,63,67,70,8,15,6,12,16,3/17/16 0:00
111905,199964,8780,5/5/16 0:00,69,72,right,medium,low,64,70,67,65,57,68,62,69,64,65,83,84,78,68,63,80,66,69,75,67,66,21,72,64,67,19,20,18,7,9,16,8,7,5/5/16 0:00
165170,144075,8784,5/2/14 0:00,58,58,right,medium,medium,45,56,55,68,35,52,44,52,60,60,63,69,67,55,60,62,56,52,68,38,59,63,63,46,56,52,52,54,9,13,7,10,10,5/2/14 0:00
170897,158871,8800,10/2/15 0:00,61,61,right,medium,medium,67,46,48,65,55,61,31,56,59,60,50,59,64,52,66,58,78,54,71,46,56,64,48,53,56,58,64,65,14,14,13,11,11,10/2/15 0:00
14002,144555,8837,8/30/10 0:00,57,59,right,norm,ormal,62,46,51,59,56,27,28,54,67,45,62,57,45,62,59,48,46,63,62,52,50,50,24,41,37,55,61,65,8,12,5,7,8,8/30/10 0:00
32733,144543,8840,5/8/15 0:00,63,63,right,medium,medium,47,65,52,64,48,66,52,51,58,64,74,77,73,62,73,67,70,67,63,54,59,25,64,56,63,25,25,23,6,13,7,11,15,5/8/15 0:00
111799,158994,8881,3/10/16 0:00,64,64,right,medium,medium,66,37,55,60,60,54,61,53,59,65,76,76,72,67,71,64,69,77,65,38,66,51,65,56,57,60,60,62,12,8,11,13,12,3/10/16 0:00
15024,170609,8893,1/7/16 0:00,61,61,right,medium,medium,36,34,45,72,39,50,24,42,69,73,52,55,56,55,86,56,65,74,66,35,52,72,37,49,47,51,62,45,16,8,16,10,11,1/7/16 0:00
133591,182763,8922,9/25/15 0:00,73,73,right,medium,low,47,77,77,60,69,71,65,77,42,73,67,67,67,75,43,74,58,75,77,70,64,29,75,65,81,12,13,11,6,12,8,12,7,9/25/15 0:00
155784,163517,8925,8/30/11 0:00,52,64,right,medium,medium,47,39,52,61,54,53,37,44,53,52,59,52,56,41,57,52,56,62,59,43,63,47,44,56,58,49,48,44,13,7,12,6,11,8/30/11 0:00
70869,178009,8930,3/20/15 0:00,65,65,left,medium,medium,63,34,66,62,53,56,43,47,61,62,54,57,55,66,58,65,61,67,68,51,69,71,51,56,61,64,66,65,5,10,6,9,15,3/20/15 0:00
44874,185375,8932,2/22/11 0:00,69,75,right,,_0,56,25,71,60,26,46,47,41,61,57,60,65,58,70,74,29,77,60,72,31,71,66,23,47,43,67,75,64,9,14,13,10,12,2/22/11 0:00
126541,181483,8985,1/28/16 0:00,76,76,right,medium,high,59,59,79,72,67,55,59,77,68,71,51,54,56,74,66,81,51,78,87,74,86,84,52,68,80,75,81,68,13,7,15,15,15,1/28/16 0:00
122341,192754,9079,4/21/16 0:00,70,70,right,medium,medium,73,42,63,71,47,68,69,56,64,71,62,64,59,74,59,66,57,65,70,51,73,71,54,57,50,69,74,73,14,9,15,11,16,4/21/16 0:00
74530,199718,9086,3/10/16 0:00,69,69,right,medium,high,63,32,70,67,51,67,32,35,68,66,50,54,60,65,58,46,58,75,81,29,82,71,65,68,61,67,68,67,9,6,9,10,9,3/10/16 0:00
74248,181810,9124,8/30/10 0:00,67,70,right,None,4,42,20,76,52,41,35,37,38,61,53,58,64,51,61,68,50,71,64,81,20,71,59,12,48,42,65,67,61,10,15,8,8,11,8/30/10 0:00
174003,187151,9128,7/5/13 0:00,67,67,right,medium,medium,42,60,63,72,71,53,60,57,68,67,50,53,46,51,45,69,65,72,83,67,63,67,48,68,60,59,74,62,12,6,12,12,12,7/5/13 0:00
181461,189867,9144,8/30/08 0:00,61,63,right,,_0,62,56,33,61,,73,,66,60,71,61,58,,56,,58,,46,48,61,38,46,51,,56,21,22,,5,22,60,22,22,8/30/08 0:00
86757,51790,9149,8/30/08 0:00,64,74,left,None,o,38,30,55,44,,36,,47,34,55,54,58,,62,,50,,72,78,35,71,59,55,,48,66,65,,7,20,34,20,20,8/30/08 0:00
77533,166185,9183,9/23/14 0:00,62,62,right,medium,medium,25,25,25,25,25,25,25,25,25,21,25,25,24,52,26,25,21,28,41,25,20,25,25,25,25,25,25,25,64,61,55,62,64,9/23/14 0:00
171505,165959,9203,2/22/11 0:00,65,67,right,,_0,67,66,50,64,63,64,69,71,66,66,67,66,65,61,57,74,65,65,55,70,56,32,62,67,64,27,22,21,12,14,9,9,15,2/22/11 0:00
142522,200585,9213,8/31/12 0:00,67,67,right,medium,medium,70,62,52,69,66,64,73,72,71,67,68,65,65,62,66,70,68,62,67,72,54,56,64,72,62,41,48,46,13,13,10,9,12,8/31/12 0:00
18791,157278,9307,2/22/11 0:00,66,67,right,,_0,43,43,62,60,48,49,38,33,58,60,63,64,58,68,75,82,65,82,71,69,85,67,55,65,53,62,67,65,6,7,8,5,12,2/22/11 0:00
135549,207981,9449,4/14/16 0:00,63,63,left,medium,medium,40,37,65,56,39,50,36,32,58,54,48,50,30,45,34,46,68,56,90,36,62,59,50,31,46,61,64,61,8,6,15,11,6,4/14/16 0:00
5507,138810,10348,9/21/15 0:00,77,77,right,high,low,70,75,56,78,74,80,83,82,73,84,74,71,72,71,79,80,54,52,70,81,60,28,77,73,78,34,24,47,9,11,9,16,12,9/21/15 0:00
164704,138479,10404,2/22/11 0:00,71,77,right,None,o,74,72,60,75,64,72,61,65,68,71,67,72,70,74,70,77,75,71,73,66,70,41,73,71,66,35,48,46,13,8,6,15,14,2/22/11 0:00
52080,147433,10474,2/20/15 0:00,62,62,right,medium,medium,51,64,61,68,61,61,41,33,45,62,61,71,52,55,62,72,56,72,65,48,61,25,63,57,67,25,21,25,12,9,10,10,7,2/20/15 0:00
44830,147445,10491,1/28/16 0:00,70,70,left,medium,low,70,64,64,72,63,70,65,70,71,72,73,75,75,57,58,82,67,69,70,75,47,41,67,74,72,52,43,33,10,16,8,8,12,1/28/16 0:00
13347,173401,10637,3/10/16 0:00,69,69,right,medium,medium,15,14,12,22,13,13,14,10,18,14,36,41,31,63,41,26,72,35,65,14,29,22,13,60,23,16,14,15,71,69,66,66,74,3/10/16 0:00
150082,134968,10880,9/21/15 0:00,66,66,left,medium,medium,60,68,60,69,53,60,60,46,69,65,48,53,65,58,76,67,62,65,56,72,67,69,66,72,72,52,56,55,13,12,14,13,9,9/21/15 0:00
150438,203543,10933,11/6/15 0:00,66,66,right,medium,low,66,63,62,66,66,63,70,67,63,65,65,70,74,62,75,62,74,34,57,68,47,62,66,69,76,62,59,51,10,15,16,14,16,11/6/15 0:00
141085,180942,10950,2/13/15 0:00,68,68,left,medium,medium,34,29,78,45,24,32,28,30,42,36,25,34,33,69,27,55,48,33,78,31,77,70,21,28,33,71,73,66,13,11,5,7,10,2/13/15 0:00
142891,190873,10967,2/27/15 0:00,73,73,left,medium,high,68,61,61,72,50,68,65,59,65,73,72,69,73,76,78,78,69,86,76,63,84,74,67,70,60,71,73,74,15,13,5,7,7,2/27/15 0:00
115633,140947,10984,8/30/08 0:00,68,73,right,None,o,64,40,61,77,,63,,21,44,68,72,70,,63,,66,,76,74,25,80,80,72,,53,67,73,,10,23,44,23,23,8/30/08 0:00
173361,155998,11024,2/4/16 0:00,67,67,left,medium,medium,23,12,17,35,14,22,17,11,34,12,53,33,63,72,49,23,74,39,67,13,44,24,16,49,11,19,11,17,65,64,63,65,70,2/4/16 0:00
152971,138460,11027,6/2/16 0:00,72,72,right,medium,medium,46,49,79,63,43,39,60,41,61,56,54,53,46,74,40,56,64,63,82,60,78,71,24,46,67,71,75,68,7,13,8,8,6,6/2/16 0:00
178324,155992,11038,2/22/10 0:00,63,67,left,,_0,43,68,70,48,,67,,53,52,54,68,70,,51,,68,,59,62,51,41,42,63,,64,24,25,,15,20,52,20,20,2/22/10 0:00
117363,181264,11049,8/30/10 0:00,70,71,right,stoc,tocky,68,48,52,61,52,60,55,69,67,70,66,73,74,75,55,70,71,64,75,66,79,70,63,61,62,72,70,77,11,10,5,8,7,8/30/10 0:00
124310,181268,11052,2/22/12 0:00,67,70,right,medium,high,57,42,61,66,43,64,44,30,64,68,67,64,68,69,70,60,73,86,63,46,66,68,39,64,49,67,65,61,15,14,11,12,14,2/22/12 0:00
33439,189714,11061,11/14/14 0:00,62,62,right,medium,medium,36,44,64,48,44,41,30,35,43,50,50,33,29,54,34,47,47,74,83,41,61,61,33,48,42,64,61,62,9,7,11,14,11,11/14/14 0:00
97505,183559,11242,9/21/15 0:00,67,67,right,high,high,65,30,55,64,42,55,51,41,57,63,65,65,69,66,75,55,74,76,67,37,73,70,46,46,43,68,68,70,6,13,12,7,10,9/21/15 0:00
153061,183155,11263,8/30/11 0:00,59,64,right,medium,medium,58,60,48,61,55,61,43,32,43,59,79,81,67,59,59,63,44,54,60,57,35,20,51,57,44,12,12,10,15,15,11,15,6,8/30/11 0:00
104864,208618,11285,5/12/16 0:00,78,83,right,high,medium,81,69,51,74,54,81,82,75,71,79,85,79,78,83,82,78,67,79,56,74,54,44,80,71,56,23,51,37,9,16,9,9,7,5/12/16 0:00
79422,153275,11316,1/21/16 0:00,71,71,right,medium,medium,12,11,13,22,11,13,13,12,24,25,40,41,44,64,45,16,55,24,62,13,42,22,11,27,14,10,14,12,71,72,66,72,76,1/21/16 0:00
56852,153267,11317,3/21/14 0:00,64,65,right,medium,medium,44,40,59,67,40,61,41,49,65,63,58,61,60,69,74,53,62,71,64,57,76,61,55,63,44,55,71,61,7,10,15,5,9,3/21/14 0:00
20868,158121,11319,11/12/15 0:00,81,81,right,medium,medium,11,14,15,35,12,13,12,11,33,12,49,53,38,77,45,22,49,28,65,15,22,22,12,44,15,16,11,14,82,80,78,82,85,11/12/15 0:00
164750,111163,11320,11/12/15 0:00,73,73,right,medium,medium,10,11,14,37,12,12,11,11,28,25,36,38,38,71,43,14,57,20,78,10,28,22,11,45,12,10,15,14,75,73,67,74,72,11/12/15 0:00
177583,150471,11321,2/18/16 0:00,59,59,right,medium,medium,11,7,11,37,13,9,9,11,21,13,35,42,45,65,31,23,55,35,62,10,40,23,15,41,12,7,10,12,59,57,58,59,59,2/18/16 0:00
26829,50907,11323,4/4/14 0:00,71,71,right,low,medium,71,52,75,72,49,48,69,50,64,71,66,61,61,73,62,71,82,67,71,67,72,73,54,54,69,68,71,69,13,8,6,6,12,4/4/14 0:00
